sample_name,description
"Oh, not bad, not bad.","clean,dry,speech, Shout, Loop"
"Oh, yeah.","clean,wet,speech, Spoken, One shot"
"Peedunkee, caba dee unko!","clean,speech, Shout, One shot"
Republic credits are no good out here.,"clean,wet, Rap, Loop"
Republic credits...,"clean,speech, Spoken, One shot"
"So, you supply the pod and the entry fee...","clean,speech, Spoken, Loop"
Sooooo...,"clean,wet,speech, Spoken, One shot"
"Sorry Ani, but you know. Business is business.","clean,speech, Spoken, Loop"
"The boy's good, no doubts there!","clean,dry, Rap, Loop"
Tinka me chasa hopoe ma booty na nolia.,"clean,dry,speech, Spoken, Loop"
Tolba da bunky na booty cha naga...,"clean,speech, Vocal, Loop"
"What, you think you're some kind of Jedi...","clean,dry,speech, Spoken, Loop"
You..!,"clean,speech, Spoken, One shot"
Alderaan Rumble,"clean,wet,noise, Ambience, One shot"
Artillery Fight,"clean,wet,impact, Explosion, Loop"
Asteroid Crash 1,"dark,wet,saturated,impact, Explosion, One shot"
Asteroid Crash 2,"wet,impact, Explosion, One shot"
Asteroid Pass,"dark,wet,impact, Explosion, One shot"
Battle Droid EXPL,"impact, Explosion, One shot"
Bespin Platform Depressurization,"noise, Ambience, One shot"
Bomb EXPL,"explosion,wet,impact, Explosion, One shot"
Bright EXPL 1,"bright,saturated,impact, Explosion, One shot"
Bright EXPL 2,"bright,wet,impact, Explosion, One shot"
Burning Starfighter 1A,"impact, Explosion, Loop"
Burning Starfighter 1B,"clean,dark,noise, FX, One shot"
Carbonite Slam 1A,"wet,saturated,impact,hit, Impact, One shot"
Carbonite Slam 1B,"wet,saturated,impact, FX, One shot"
Carbonite Slam 1C,"wet,saturated,impact, Explosion, One shot"
Carbonite Slam 1D,"wet,saturated,impact, Explosion, One shot"
Carbonite Slam 1E,"wet,impact, Explosion, One shot"
Carbonite Slam 1F,"wet,impact, Explosion, One shot"
Carbonite Slam 2A,"saturated,impact, Explosion, One shot"
Carbonite Slam 2B,"wet,saturated,impact, Explosion, One shot"
Carbonite Slam 2C,"wet,impact, Explosion, One shot"
Clone Wars Battle Ambiance 1,"clean,impact, Explosion, Loop"
Clone Wars Battle Ambiance 2,"clean,impact, Explosion, Loop"
Cracking Impact,"bright,dry,saturated,impact, Explosion, One shot"
Crash Scrape 1,"noise, Machine, One shot"
Crash Scrape 2,"cinematic,clean, Animals, One shot"
Crash Scrape 3,"clean, FX, One shot"
Crunchy EXPL 10A,"impact, Explosion, One shot"
Crunchy EXPL 10B,"wet,impact, Explosion, One shot"
Crunchy EXPL 10C,"wet,impact, Explosion, One shot"
Crunchy EXPL 10D,"wet,impact, Explosion, One shot"
Crunchy EXPL 10E,"wet,impact, Explosion, One shot"
Crunchy EXPL 10F,"wet,impact, Explosion, One shot"
Crunchy EXPL 10G,"impact, Explosion, One shot"
Crunchy EXPL 11A,"wet,impact, Explosion, One shot"
Crunchy EXPL 11B,"destructed, FX, One shot"
Crunchy EXPL 11C,"wet,impact, Explosion, One shot"
Crunchy EXPL 11D,"noise, Machine, One shot"
Crunchy EXPL 11E,"dry,destructed, Glitch, One shot"
Crunchy EXPL 11F,"destructed, Glitch, One shot"
Crunchy EXPL 11G,"wet,impact, Explosion, One shot"
Crunchy EXPL 1A,"wet,impact, Explosion, One shot"
Crunchy EXPL 1B,"wet,impact, Explosion, One shot"
Crunchy EXPL 1C,"wet,impact, Explosion, One shot"
Crunchy EXPL 1D,"wet,impact, Explosion, One shot"
Crunchy EXPL 1E,"clean,impact, Explosion, One shot"
Crunchy EXPL 1F,"impact, FX, One shot"
Crunchy EXPL 1G,"wet, FX, One shot"
Crunchy EXPL 1H,"impact, Explosion, One shot"
Crunchy EXPL 1I,"saturated,impact, Explosion, One shot"
Crunchy EXPL 1J,"impact, Explosion, One shot"
Crunchy EXPL 1K,"wet,saturated,impact, Explosion, One shot"
Crunchy EXPL 1L,"wet,saturated,impact, Explosion, One shot"
Crunchy EXPL 2A,"wet,impact,hit, Impact, One shot"
Crunchy EXPL 2B,"wet,impact,hit, Impact, One shot"
Crunchy EXPL 3,"impact,hit, Impact, One shot"
Crunchy EXPL 4A,"wet,saturated,impact, Explosion, One shot"
Crunchy EXPL 4B,"wet,impact, Explosion, One shot"
Crunchy EXPL 4C,"cinematic,clean,dry, Animals, One shot"
Crunchy EXPL 4D,"clean,impact, Explosion, One shot"
Crunchy EXPL 4E,"noise, Texture, One shot"
Crunchy EXPL 4F,"FX, One shot"
Crunchy EXPL 4G,"impact, Explosion, One shot"
Crunchy EXPL 4H,"impact, Explosion, One shot"
Crunchy EXPL 4I,"impact, Explosion, One shot"
Crunchy EXPL 4J,"impact, Explosion, One shot"
Crunchy EXPL 4K,"wet,impact, Explosion, One shot"
Crunchy EXPL 4L,"wet,impact, Explosion, One shot"
Crunchy EXPL 4M,"wet,impact, Explosion, One shot"
Crunchy EXPL 5,"wet,impact, Explosion, One shot"
Crunchy EXPL 6A,"impact, Explosion, One shot"
Crunchy EXPL 6B,"impact, Explosion, One shot"
Crunchy EXPL 6C,"impact, Explosion, One shot"
Crunchy EXPL 7A,"wet,impact,hit, Impact, One shot"
Crunchy EXPL 7B,"wet,impact, Explosion, One shot"
Crunchy EXPL 7C,"wet,impact, Explosion, One shot"
Crunchy EXPL 8,"wet,saturated,impact, Explosion, One shot"
Crunchy EXPL 9,"wet,impact, Explosion, One shot"
Debris EXPL 10,"wet,impact, Explosion, One shot"
Debris EXPL 1A,"wet,impact, Explosion, One shot"
Debris EXPL 1B,"wet,impact, Explosion, One shot"
Debris EXPL 1C,"bright,saturated,impact, Explosion, One shot"
Debris EXPL 2A,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 2B,"wet,impact, Explosion, One shot"
Debris EXPL 2C,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 3A,"wet,impact, Explosion, One shot"
Debris EXPL 3B,"dry,saturated,impact, Explosion, One shot"
Debris EXPL 3C,"saturated,impact, Explosion, One shot"
Debris EXPL 3D,"saturated,impact, Explosion, One shot"
Debris EXPL 3E,"saturated,impact, Explosion, One shot"
Debris EXPL 3F,"impact, Explosion, One shot"
Debris EXPL 3G,"wet,impact, Explosion, One shot"
Debris EXPL 3H,"wet,impact, Explosion, One shot"
Debris EXPL 3I,"saturated,impact, Explosion, One shot"
Debris EXPL 3J,"impact, Explosion, One shot"
Debris EXPL 3K,"saturated,impact, Explosion, One shot"
Debris EXPL 3L,"saturated,impact, Explosion, One shot"
Debris EXPL 3M,"impact, Explosion, One shot"
Debris EXPL 3N,"wet,impact, Explosion, One shot"
Debris EXPL 3O,"impact, Explosion, One shot"
Debris EXPL 3P,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 3Q,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 3R,"saturated,impact, Explosion, One shot"
Debris EXPL 4,"wet,impact, Explosion, One shot"
Debris EXPL 5,"wet,impact, Explosion, One shot"
Debris EXPL 6,"wet,impact, Explosion, One shot"
Debris EXPL 7,"wet,impact, Explosion, One shot"
Debris EXPL 8A,"wet,impact, Explosion, One shot"
Debris EXPL 8B,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 8C,"wet,saturated,impact, Explosion, One shot"
Debris EXPL 9,"impact, Explosion, One shot"
Deflector Hit 1A,"destructed,hit, Scratch, One shot"
Deflector Hit 1B,"wet,impact,hit, Explosion, One shot"
Deflector Hit 1C,"impact,hit, Explosion, One shot"
Deflector Hit 2,"hit, FX, One shot"
Deflector Hit 3,"impact,hit, Explosion, One shot"
Detonator EXPL,"saturated,impact, Explosion, One shot"
Droid Clank 1,"impact, Explosion, One shot"
Droid Clank 2,"impact, Explosion, One shot"
Droid Clank 3,"clean,noise, Machine, One shot"
Droid Clank 4,"electronic,hit, Snare + Clap, One shot"
Droid Starfighter EXPL,"impact,hit, Impact, One shot"
DS EXPL Multi,"impact, Explosion, Loop"
DS Surface Hit 1A (Stereo),"wet,destructed,hit, Scratch, One shot"
DS Surface Hit 1A,"wet,destructed,hit, Scratch, One shot"
DS Surface Hit 1B,"wet,destructed,hit, Scratch, One shot"
DS Surface Hit 2,"cinematic,hit, Animals, One shot"
DS-I EXPL 1A,"impact, Explosion, Loop"
DS-I EXPL 1B,"clean,impact, Explosion, One shot"
DS-II EXPL 1,"wet,saturated,impact, Explosion, Loop"
DS-II EXPL 2A,"saturated,noise, Machine, One shot"
DS-II EXPL 2B,"saturated,impact, Explosion, One shot"
DS-II Laser Hit,"clean,noise,hit, FX, One shot"
DS-II Power Regulator Hit,"wet,impact,hit, Explosion, One shot"
DS-II Reactor EXPL,"wet,saturated,noise, Machine, One shot"
DS-II Reactor Hit,"bright,saturated,noise,hit, FX, One shot"
DS-II Rolling EXPL,"dark,dry,noise, FX, One shot"
Executor Crash,"noise, Ambience, One shot"
EXPL Multi 1A,"impact, Explosion, Loop"
EXPL Multi 1B,"impact, Explosion, One shot"
EXPL Multi 2,"impact, Explosion, One shot"
EXPL Multi 3,"clean,impact, Explosion, One shot"
EXPL Multi 4,"impact, Explosion, One shot"
EXPL Multi 5,"noise, Machine, One shot"
EXPL Multi 6,"wet,impact, Explosion, One shot"
EXPL Multi 7,"impact, Explosion, One shot"
EXPL Multi 8A,"wet,saturated,impact, Explosion, One shot"
EXPL Multi 8B,"wet,saturated,impact, Explosion, One shot"
EXPL Multi 9,"clean,noise, Machine, Loop"
FALC Electrical Trouble,"clean,wet,noise, Machine, Loop"
FALC Impact 1,"wet,impact, Explosion, One shot"
FALC Impact 2,"wet,impact, Explosion, One shot"
Falcon Dish Hit,"saturated,noise,hit, Machine, One shot"
Fighter EXPL 1,"wet,impact,hit, Impact, One shot"
Fighter EXPL 10A,"clean,wet,noise, Texture, Loop"
Fighter EXPL 10B,"wet,impact, Explosion, One shot"
Fighter EXPL 10C,"impact, Explosion, One shot"
Fighter EXPL 10D,"wet,impact, Explosion, One shot"
Fighter EXPL 10E,"wet,impact, Explosion, One shot"
Fighter EXPL 10F,"impact, Explosion, One shot"
Fighter EXPL 10G,"wet,impact, Explosion, One shot"
Fighter EXPL 10H,"wet,impact, Explosion, One shot"
Fighter EXPL 10I,"wet,impact, Explosion, One shot"
Fighter EXPL 10J,"clean,wet,noise, Texture, One shot"
Fighter EXPL 10K,"clean,wet,noise, Texture, One shot"
Fighter EXPL 10L,"clean,wet,impact, Explosion, One shot"
Fighter EXPL 10M,"clean,wet, FX, One shot"
Fighter EXPL 11,"wet,impact, Explosion, One shot"
Fighter EXPL 12A,"wet,noise, Machine, One shot"
Fighter EXPL 12B,"clean,noise, Machine, One shot"
Fighter EXPL 13,"wet,impact, Explosion, One shot"
Fighter EXPL 14A,"noise, Machine, One shot"
Fighter EXPL 14B,"wet,impact, Explosion, One shot"
Fighter EXPL 14C,"wet,impact, Explosion, One shot"
Fighter EXPL 15,"wet,impact, Explosion, One shot"
Fighter EXPL 16,"clean,impact, Explosion, One shot"
Fighter EXPL 17A,"wet,noise, Ambience, One shot"
Fighter EXPL 17B,"wet,noise, Ambience, One shot"
Fighter EXPL 18,"clean,wet,impact, Explosion, One shot"
Fighter EXPL 2A,"wet,impact, Explosion, One shot"
Fighter EXPL 2B,"wet,impact, Explosion, One shot"
Fighter EXPL 2C,"wet,impact, Explosion, One shot"
Fighter EXPL 2D,"wet,impact, Explosion, One shot"
Fighter EXPL 2E,"wet,impact, Explosion, One shot"
Fighter EXPL 2F,"wet,impact, Explosion, One shot"
Fighter EXPL 2G,"wet,saturated,impact, Explosion, One shot"
Fighter EXPL 2H,"wet,saturated,impact, Explosion, One shot"
Fighter EXPL 3A,"wet,impact, Explosion, One shot"
Fighter EXPL 3B,"wet,impact, Explosion, One shot"
Fighter EXPL 3C,"wet,impact, Explosion, One shot"
Fighter EXPL 3D,"wet,impact, Explosion, One shot"
Fighter EXPL 3E,"wet,impact, Explosion, One shot"
Fighter EXPL 3F,"wet,impact, Explosion, One shot"
Fighter EXPL 3G,"impact, Explosion, One shot"
Fighter EXPL 3H,"saturated,impact, Explosion, One shot"
Fighter EXPL 3I,"wet,impact, Explosion, One shot"
Fighter EXPL 4A,"wet,noise, Machine, One shot"
Fighter EXPL 4B,"wet,impact, Explosion, One shot"
Fighter EXPL 5A,"wet,impact, Explosion, One shot"
Fighter EXPL 5B,"wet,impact, Explosion, One shot"
Fighter EXPL 5C,"wet,impact, Explosion, One shot"
Fighter EXPL 5D (Custom),"clean,wet,impact, Explosion, One shot"
Fighter EXPL 5E (Custom),"wet,impact, Explosion, One shot"
Fighter EXPL 5F (Custom),"wet,impact, Explosion, One shot"
Fighter EXPL 5G,"wet,impact, Explosion, One shot"
Fighter EXPL 5H,"wet,saturated,impact, Explosion, One shot"
Fighter EXPL 6,"clean,wet,noise, Machine, One shot"
Fighter EXPL 7A,"wet,noise, Machine, One shot"
Fighter EXPL 7B,"FX, One shot"
Fighter EXPL 8,"wet,impact, Explosion, One shot"
Fighter EXPL 9A,"impact,hit, Impact, One shot"
Fighter EXPL 9B,"clean,electronic,wet,down, Sweep, One shot"
Firey EXPL 1A,"clean,wet,impact, Explosion, Loop"
Firey EXPL 1B,"impact, Explosion, One shot"
Firey EXPL 1C,"impact, Explosion, One shot"
Firey EXPL 1D,"noise, Ambience, One shot"
Firey EXPL 1E,"saturated,impact, Explosion, One shot"
Firey EXPL 1F,"noise, Ambience, One shot"
Firey EXPL 1G,"wet,saturated,noise, Ambience, One shot"
Firey EXPL 2,"wet,impact, Explosion, One shot"
Firey EXPL 3A,"wet,impact, Explosion, Loop"
Firey EXPL 3B,"wet,impact, Explosion, One shot"
Firey EXPL 4A,"wet,saturated,impact, Explosion, One shot"
Firey EXPL 4B,"impact, Explosion, One shot"
Flak EXPL 10A,"wet,impact, Explosion, One shot"
Flak EXPL 10B,"wet,impact, Explosion, One shot"
Flak EXPL 11A,"clean,wet,impact, Explosion, One shot"
Flak EXPL 11B,"wet,impact, Explosion, One shot"
Flak EXPL 12,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 13,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 14A,"wet,impact, Explosion, One shot"
Flak EXPL 14B,"wet,noise, Ambience, One shot"
Flak EXPL 14C,"wet,impact, Explosion, One shot"
Flak EXPL 15A,"wet,impact, Explosion, One shot"
Flak EXPL 15B,"wet,impact, Explosion, One shot"
Flak EXPL 16,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 17,"wet,impact, Explosion, One shot"
Flak EXPL 18,"bright,dry,percussive, , One shot"
Flak EXPL 19A,"bright,dry,impact, Explosion, One shot"
Flak EXPL 19B,"bright,dry,impact, Explosion, One shot"
Flak EXPL 19C,"wet,impact, Explosion, One shot"
Flak EXPL 19D,"wet,impact, Explosion, One shot"
Flak EXPL 19E,"impact, Explosion, One shot"
Flak EXPL 19F,"wet,saturated,impact,hit, Impact, One shot"
Flak EXPL 1A,"saturated,impact, Explosion, One shot"
Flak EXPL 1B,"saturated,impact, Explosion, One shot"
Flak EXPL 1C,"saturated,impact, Explosion, One shot"
Flak EXPL 1D,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 1E,"wet,impact, Explosion, One shot"
Flak EXPL 20A,"wet,impact, Explosion, One shot"
Flak EXPL 20B,"wet,impact, Explosion, One shot"
Flak EXPL 20C,"wet,impact, Explosion, One shot"
Flak EXPL 20D,"wet,impact, Explosion, One shot"
Flak EXPL 20E,"wet,impact, Explosion, Loop"
Flak EXPL 21,"wet,impact, Explosion, One shot"
Flak EXPL 22,"saturated,impact, Explosion, One shot"
Flak EXPL 23,"wet,impact, Explosion, One shot"
Flak EXPL 2A,"impact, Explosion, One shot"
Flak EXPL 2B,"wet,impact, Explosion, One shot"
Flak EXPL 2C,"wet,impact, Explosion, One shot"
Flak EXPL 2D,"impact, Explosion, One shot"
Flak EXPL 2E,"impact, Explosion, One shot"
Flak EXPL 2F,"wet,impact, Explosion, One shot"
Flak EXPL 2G,"clean,noise, Machine, One shot"
Flak EXPL 2H,"saturated,impact, Explosion, One shot"
Flak EXPL 3A,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 3B,"saturated,impact, Explosion, One shot"
Flak EXPL 3C,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 3D,"wet,impact, Explosion, One shot"
Flak EXPL 3E,"wet,impact, Explosion, One shot"
Flak EXPL 4,"wet,impact, Explosion, Loop"
Flak EXPL 5,"wet,impact, Explosion, One shot"
Flak EXPL 6,"impact, Explosion, One shot"
Flak EXPL 7,"wet,impact, Explosion, One shot"
Flak EXPL 8A,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 8B,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 8C,"wet,impact, Explosion, One shot"
Flak EXPL 8D,"impact, Explosion, One shot"
Flak EXPL 8E,"wet,saturated,impact, Explosion, One shot"
Flak EXPL 9A,"saturated,noise, Texture, One shot"
Flak EXPL 9B,"wet,impact, Explosion, One shot"
Flak EXPL 9C,"wet,impact, Explosion, One shot"
Flak EXPL 9D,"wet,impact, Explosion, One shot"
Flak EXPL 9E,"wet,impact, Explosion, One shot"
Flak EXPL 9F,"dry,saturated,impact, Explosion, One shot"
Flange EXPL 10A,"wet,impact,hit, Impact, One shot"
Flange EXPL 10B,"clean,electronic,wet,up, Sweep, One shot"
Flange EXPL 10C,"clean,wet,impact, Explosion, One shot"
Flange EXPL 10D,"clean,impact, Explosion, One shot"
Flange EXPL 11A,"dry,impact, Explosion, One shot"
Flange EXPL 11B,"impact, Explosion, One shot"
Flange EXPL 11C,"dry,saturated,impact, Explosion, One shot"
Flange EXPL 12A,"impact, Explosion, One shot"
Flange EXPL 12B,"wet,impact, Explosion, One shot"
Flange EXPL 13,"wet,impact, Explosion, One shot"
Flange EXPL 14,"wet,saturated,impact, Explosion, One shot"
Flange EXPL 15,"wet, FX, One shot"
Flange EXPL 16,"wet,impact, Explosion, One shot"
Flange EXPL 17,"wet,impact, Explosion, One shot"
Flange EXPL 18,"wet,saturated,impact, Explosion, One shot"
Flange EXPL 19,"wet,saturated,impact, Explosion, One shot"
Flange EXPL 1A,"wet,impact, Explosion, One shot"
Flange EXPL 1B,"wet,impact, Explosion, One shot"
Flange EXPL 1C,"wet,impact, Explosion, One shot"
Flange EXPL 2,"clean,wet,impact, Explosion, One shot"
Flange EXPL 20,"bright,wet,saturated,impact, Explosion, One shot"
Flange EXPL 21A,"clean,wet,impact, Explosion, One shot"
Flange EXPL 21B,"noise, Ambience, Loop"
Flange EXPL 22,"wet,impact, Explosion, One shot"
Flange EXPL 23,"impact, Explosion, One shot"
Flange EXPL 24,"wet,impact, Explosion, One shot"
Flange EXPL 25,"wet,impact, Explosion, One shot"
Flange EXPL 26,"clean,wet,impact, Explosion, One shot"
Flange EXPL 27,"wet,impact, Explosion, One shot"
Flange EXPL 3,"wet,impact, Explosion, One shot"
Flange EXPL 4A,"wet,impact, Explosion, One shot"
Flange EXPL 4B,"wet,impact, Explosion, One shot"
Flange EXPL 4C,"dry,impact, Explosion, One shot"
Flange EXPL 4D,"wet,impact, Explosion, One shot"
Flange EXPL 4E,"wet,impact, Explosion, One shot"
Flange EXPL 5,"electronic,monophonic,wet,low, Synth Bass, One shot"
Flange EXPL 6,"wet,saturated,impact,hit, Impact, One shot"
Flange EXPL 7,"saturated,impact, Explosion, One shot"
Flange EXPL 8,"wet,impact, Explosion, One shot"
Flange EXPL 9,"wet,noise, Machine, One shot"
Flange Impact 1A,"wet,impact, Explosion, One shot"
Flange Impact 1B,"wet,impact, Explosion, One shot"
Flange Impact 1C,"wet,impact, Explosion, One shot"
Flange Impact 1D,"wet,impact, Explosion, One shot"
Flange Impact 1E,"wet,impact, Explosion, One shot"
Flange Impact 2,"impact, Explosion, One shot"
Flange Impact 3,"impact, Explosion, One shot"
Flange Impact 4,"clean,electronic,wet,percussive, Percussion, One shot"
General Impact 10,"wet,noise, Texture, One shot"
General Impact 11A,"wet,impact, Explosion, One shot"
General Impact 11B,"wet,impact, Explosion, One shot"
General Impact 11C,"wet,impact, Explosion, One shot"
General Impact 12A,"wet,impact, Explosion, One shot"
General Impact 12B,"wet,impact, Explosion, One shot"
General Impact 12C,"wet,impact, Explosion, One shot"
General Impact 13,"clean,impact, Explosion, One shot"
General Impact 14A,"wet,impact, Explosion, One shot"
General Impact 14B,"wet,impact, Explosion, One shot"
General Impact 14C,"wet,saturated,impact, Explosion, One shot"
General Impact 14D,"wet,impact, Explosion, One shot"
General Impact 15,"cinematic,clean,wet, Animals, One shot"
General Impact 16A,"destructed, Scratch, One shot"
General Impact 16B,"wet,impact, Explosion, One shot"
General Impact 16C,"wet,impact, Explosion, One shot"
General Impact 16D,"wet,impact, Explosion, One shot"
General Impact 16E,"clean,wet,impact, Explosion, One shot"
General Impact 16F,"wet,impact, Explosion, One shot"
General Impact 16G,"clean,wet,impact, Explosion, One shot"
General Impact 16H,"clean,wet,noise, Machine, One shot"
General Impact 16I,"wet,impact, Explosion, One shot"
General Impact 16J,"wet,impact, Explosion, One shot"
General Impact 16K,"wet,impact, Explosion, One shot"
General Impact 16L,"wet,impact, Explosion, One shot"
General Impact 16M,"impact, Explosion, One shot"
General Impact 16N,"impact, Explosion, One shot"
General Impact 16O,"impact, Explosion, One shot"
General Impact 16P,"wet,impact, Explosion, One shot"
General Impact 16Q,"wet,impact, Explosion, One shot"
General Impact 16R,"wet,impact, Explosion, One shot"
General Impact 16S,"wet,impact, Explosion, One shot"
General Impact 16T,"wet,impact, Explosion, One shot"
General Impact 17A,"wet,destructed, Scratch, One shot"
General Impact 17B,"clean,wet,impact, Explosion, One shot"
General Impact 17C,"wet,impact, Explosion, One shot"
General Impact 17D,"wet,impact, Explosion, One shot"
General Impact 17E,"wet,impact, Explosion, One shot"
General Impact 17F,"wet,impact, Explosion, One shot"
General Impact 17G,"impact, Explosion, One shot"
General Impact 17H,"clean,wet,impact, Explosion, One shot"
General Impact 18,"clean,wet,destructed, Scratch, One shot"
General Impact 19A,"wet,impact, Explosion, One shot"
General Impact 19B,"clean,wet,impact, Explosion, One shot"
General Impact 19C,"FX, One shot"
General Impact 19D,"cinematic, Animals, One shot"
General Impact 19E,"cinematic, Animals, One shot"
General Impact 19F,"FX, One shot"
General Impact 19G,"wet,impact, Explosion, One shot"
General Impact 19H,"clean,wet,impact, Explosion, One shot"
General Impact 1A,"wet,impact, Explosion, One shot"
General Impact 1B,"wet,saturated,impact, Explosion, One shot"
General Impact 1C,"wet,impact, Explosion, One shot"
General Impact 1D,"impact, Explosion, One shot"
General Impact 1E,"clean,impact, Explosion, One shot"
General Impact 1F,"wet,impact, Explosion, One shot"
General Impact 1G,"wet,impact, Explosion, One shot"
General Impact 1H,"bright,saturated,destructed, Glitch, One shot"
General Impact 2,"clean,wet,impact, Explosion, One shot"
General Impact 20A,"wet,impact, Explosion, One shot"
General Impact 20B,"electronic,down, Sweep, One shot"
General Impact 20C,"wet,impact, Explosion, One shot"
General Impact 20D,"wet,impact, Explosion, One shot"
General Impact 20E,"clean,electronic,wet,percussive, Percussion, One shot"
General Impact 21,"wet,destructed, Scratch, One shot"
General Impact 22,"saturated,impact, Explosion, One shot"
General Impact 23,"wet,impact, Explosion, One shot"
General Impact 24A,"wet,impact, Explosion, One shot"
General Impact 24B,"wet,impact, Explosion, One shot"
General Impact 24C,"clean,wet,impact, Explosion, One shot"
General Impact 25,"impact, Explosion, One shot"
General Impact 26,"dry,impact, Explosion, One shot"
General Impact 27,"impact, Explosion, One shot"
General Impact 28,"clean,dry,speech, Spoken, One shot"
General Impact 29,"clean,wet,impact, Explosion, One shot"
General Impact 3,"bright,clean,dry,impact, Explosion, One shot"
General Impact 30,"cinematic,percussive, Foley, One shot"
General Impact 31,"wet,impact, Explosion, One shot"
General Impact 32,"wet,saturated,impact, Explosion, One shot"
General Impact 33A,"wet,saturated,impact, Explosion, One shot"
General Impact 33B,"wet,saturated,impact, Explosion, One shot"
General Impact 33C,"wet,saturated,impact, Explosion, One shot"
General Impact 33D,"wet,saturated,impact, Explosion, One shot"
General Impact 33E,"wet,saturated,impact, Explosion, One shot"
General Impact 34,"dry,destructed, Scratch, One shot"
General Impact 35,"saturated,impact, Explosion, One shot"
General Impact 36,"wet,impact, Explosion, One shot"
General Impact 37,"impact, Explosion, One shot"
General Impact 4A,"wet,saturated,impact, Explosion, One shot"
General Impact 4B,"saturated, FX, One shot"
General Impact 4C,"wet,impact, Explosion, One shot"
General Impact 4D,"impact, Explosion, One shot"
General Impact 4E,"wet,impact, Explosion, One shot"
General Impact 4F,"wet,impact, Explosion, One shot"
General Impact 4G,"wet,impact, Explosion, One shot"
General Impact 4H,"impact, Explosion, One shot"
General Impact 4I,"saturated,destructed, Scratch, One shot"
General Impact 4J,"wet,impact, Explosion, One shot"
General Impact 4K,"wet,saturated,impact, Explosion, One shot"
General Impact 4L,"wet,saturated,impact, Explosion, One shot"
General Impact 4M,"wet,saturated,impact, Explosion, One shot"
General Impact 4N,"wet,saturated,impact, Explosion, One shot"
General Impact 5A,"clean,wet,impact, Explosion, One shot"
General Impact 5B,"wet,saturated,impact, Explosion, One shot"
General Impact 5C,"wet,saturated,impact, Explosion, One shot"
General Impact 5D,"wet,saturated,impact, Explosion, One shot"
General Impact 5E,"clean,wet,impact, Explosion, One shot"
General Impact 5F,"clean,wet,impact, Explosion, One shot"
General Impact 5G,"bright,clean,dry,destructed, Scratch, One shot"
General Impact 5H,"bright,destructed, Scratch, One shot"
General Impact 6A,"wet,saturated,impact, Explosion, One shot"
General Impact 6B,"wet,impact, Explosion, One shot"
General Impact 6C,"wet,saturated,impact, Explosion, One shot"
General Impact 6D,"wet,saturated,destructed, Glitch, One shot"
General Impact 6E,"impact, Explosion, One shot"
General Impact 6F,"wet,impact, Explosion, One shot"
General Impact 6G,"wet,impact, Explosion, One shot"
General Impact 6H,"wet,impact, Explosion, One shot"
General Impact 6I,"clean,impact, Explosion, One shot"
General Impact 7A,"wet,impact, Explosion, One shot"
General Impact 7B,"wet,impact, Explosion, One shot"
General Impact 7C,"wet,impact, Explosion, One shot"
General Impact 8,"wet,impact,hit, Impact, One shot"
General Impact 9,"clean,wet,impact, Explosion, One shot"
Glass Break 1A,"clean,impact, Explosion, One shot"
Glass Break 1B,"clean,dry,noise, Machine, One shot"
Glass Break 1C,"impact, Explosion, One shot"
Glass Break 1D,"impact, Explosion, One shot"
Glass Break 1E,"impact, Explosion, One shot"
Glass Break 2A,"bright,noise, Machine, One shot"
Glass Break 2B,"wet,impact, Explosion, One shot"
Glass Break 3A,"cinematic, FX, One shot"
Glass Break 3B,"FX, One shot"
Glass Break 4A,"wet,noise, Machine, One shot"
Glass Break 4B,"wet,impact, Explosion, One shot"
Glass Break 5,"cinematic,wet,percussive, Foley, One shot"
Glass Break 6A,"wet,saturated,impact, Explosion, One shot"
Glass Break 6B,"wet,saturated,noise, Ambience, One shot"
Glass Break 7,"bright,dry,impact, Explosion, One shot"
Glass Break EXPL 1,"clean,wet,noise, Machine, One shot"
Gungan Shield Impact 1,"noise, Ambience, One shot"
Gungan Shield Impact 2,"impact,hit, Impact, One shot"
Gungan Shield Impact 3,"electronic,percussive, Percussion, One shot"
Gungan Shield Impact 4,"impact,hit, Impact, One shot"
Gungan Shield Impact 5,"wet,impact, FX, One shot"
Gungan Shield Impact 6,"wet,destructed, Scratch, One shot"
Hissing Impact 1,"bright,wet,impact, Explosion, One shot"
Hissing Impact 2,"dry,impact, Explosion, One shot"
Hoth Generator EXPL,"impact, Explosion, Loop"
Hull Hit 1,"impact,hit, Explosion, One shot"
Hull Hit 2,"impact,hit, Explosion, One shot"
Hull Hit 3,"impact,hit, Explosion, One shot"
Large EXPL 10A,"wet,impact, Explosion, One shot"
Large EXPL 10B,"wet,impact, Explosion, One shot"
Large EXPL 11A,"wet,impact, Explosion, One shot"
